1716384172,52.50,3.73,0,2,0
1716384777,52.50,3.73,0,1,0
1716385380,52.50,3.73,0,1,0

1716385984,52.50,3.73,0,2,0
1716386589,52.50,3.73,0,2,0
1716387192,52.50,3.72,0,1,0

1716387796,52.50,3.72,0,2,0
1716388401,52.50,3.72,0,2,0
1716389004,52.50,3.71,0,1,0

1716389607,52.50,3.71,0,3,0
1716390214,52.50,3.71,0,2,0
1716390817,52.50,3.71,0,1,0

1716391421,52.50,3.71,0,1,0
1716392026,52.50,3.71,0,2,0
1716392629,52.50,3.71,0,2,0

1716393233,52.50,3.71,0,1,0
1716393839,52.50,3.71,0,2,0
1716394442,52.50,3.71,0,2,0

1716395046,52.50,3.70,0,1,0
1716395651,52.50,3.70,0,3,0
1716396254,52.50,3.70,0,2,0

1716396858,52.50,3.70,0,1,0
1716397458,52.50,3.70,0,3,0
1716398061,52.50,3.70,0,2,0

1716398665,52.50,3.69,0,1,0
1716399270,52.50,3.69,0,1,0
1716399873,52.50,3.69,0,2,0

1716400476,52.50,3.69,0,2,0
1716401081,52.50,3.69,0,1,0
1716401685,52.50,3.69,0,2,0

1716402288,52.50,3.69,0,2,0
1716402889,52.50,3.68,0,1,0
1716403492,52.50,3.68,0,2,0

1716404096,52.50,3.68,0,2,0
1716404700,52.50,3.68,0,1,0
1716405304,52.50,3.68,0,3,0

1716405907,52.50,3.68,0,2,0
1716406510,52.50,3.68,0,1,0
1716407114,52.50,3.68,0,1,0

1716407717,52.50,3.68,0,2,0
1716408322,52.50,3.68,0,2,0
1716408925,52.50,3.68,0,1,0

1716409529,52.50,3.67,0,2,0
1716410133,52.50,3.67,0,2,0
1716410736,52.50,3.67,0,1,0

1716411339,52.50,3.67,0,3,0
1716411943,52.50,3.67,0,2,0
1716412547,52.50,3.67,0,1,0

1716413150,52.50,3.67,0,1,0
1716413754,52.50,3.66,0,2,0
1716414357,52.50,3.66,0,2,0

1716414960,52.50,3.66,0,1,0
1716415565,52.50,3.66,0,2,0
1716416168,52.50,3.66,0,2,0

1716416771,52.50,3.66,0,1,0
1716417375,52.50,3.66,0,3,0
1716417978,52.50,3.66,0,2,0

1716418582,52.50,3.66,0,1,0
1716419185,52.50,3.66,0,1,0
1716419788,52.50,3.66,0,2,0

1716420391,52.50,3.66,0,2,0
1716420996,52.50,3.66,0,1,0
1716421600,52.50,3.65,0,2,0

1716422203,52.50,3.65,0,2,0
1716422807,52.50,3.65,0,1,0
1716423410,52.50,3.65,0,3,0

1716424013,52.50,3.65,0,2,0
1716424618,52.50,3.65,0,1,0
1716425221,52.50,3.65,0,1,0

1716425824,52.50,3.64,0,2,0
1716426429,52.50,3.64,0,2,0
1716427032,52.50,3.65,0,1,0

1716427635,52.50,3.65,0,2,0
1716428239,52.50,3.64,0,2,0
1716428842,52.50,3.64,0,1,0

1716429446,52.50,3.64,0,3,0
1716430050,52.50,3.64,0,2,0
1716430654,52.50,3.64,0,1,0

1716431257,52.50,3.64,0,3,0
1716431863,52.50,3.64,0,2,0
1716432466,52.50,3.63,0,1,0

1716433069,52.50,3.63,0,1,0
1716433674,52.50,3.63,0,2,0
1716434278,52.50,3.63,0,2,0

1716434881,52.50,3.63,0,1,0
1716435482,52.50,3.63,0,1,0
1716436085,52.50,3.63,0,3,0
1716436688,52.50,3.63,0,2,0
1716437292,52.50,3.62,0,2,0
1716437896,52.50,3.63,0,2,0
1716438499,52.50,3.63,0,1,0
1716439103,52.50,3.60,0,2,0
1716439706,52.50,3.62,0,2,0
1716440310,52.50,3.62,0,1,0

1716440914,52.50,3.59,0,1,0
1716441517,52.50,3.62,0,3,0
1716442120,52.50,3.62,0,2,0
1716442721,52.50,3.59,0,1,0
1716443324,52.50,3.61,0,3,0
1716443928,52.50,3.62,0,2,0
1716444532,52.50,3.61,0,1,0
1716445135,52.50,3.61,0,3,0

1716445738,52.50,3.63,0,2,0
1716446342,52.50,3.66,0,2,0
1716446945,52.50,3.66,0,2,0

1716447549,52.50,3.67,0,1,0
1716448153,52.50,3.67,0,2,0
1716448756,52.50,3.67,0,2,0

1716449360,52.50,3.67,0,1,0
1716449960,52.50,3.67,0,2,0
1716450563,52.50,3.67,0,2,0

1716451167,52.50,3.67,0,1,0
1716451771,52.50,3.67,0,3,0
1716452375,52.50,3.68,0,2,0

1716452978,52.50,3.67,0,1,0
1716453582,52.50,3.67,0,2,0
1716454186,52.50,3.67,0,1,0

1716454789,52.50,3.67,0,2,0
1716455393,52.50,3.67,0,2,0
1716455997,52.50,3.67,0,1,0

1716456600,52.50,3.67,0,3,0
1716457204,52.50,3.67,0,2,0
1716457807,52.50,3.67,0,1,0

1716458410,52.50,3.67,0,1,0
1716459012,52.50,3.66,0,2,0
1716459615,52.50,3.66,0,1,0

1716460219,52.50,3.66,0,1,0
1716460819,52.50,3.66,0,2,0
1716461423,52.50,3.66,0,1,0

1716462026,52.50,3.66,0,1,0
1716462632,52.50,3.66,0,2,0
1716463235,52.50,3.66,0,2,0

1716463839,52.50,3.66,0,1,0
1716464444,52.50,3.66,0,2,0
1716465047,52.50,3.66,0,2,0

1716465650,52.50,3.66,0,1,0
1716466256,52.50,3.66,0,3,0
1716466860,52.50,3.66,0,2,0

1716467463,52.50,3.66,0,1,0
1716468064,52.50,3.66,0,3,0
1716468667,52.50,3.65,0,2,0

1716469271,52.50,3.65,0,1,0
1716469875,52.50,3.65,0,1,0
1716470478,52.50,3.65,0,2,0

1716471082,52.50,3.65,0,2,0
1716471686,52.50,3.65,0,1,0
1716472289,52.50,3.65,0,2,0

1716472893,52.50,3.65,0,2,0
1716473497,52.50,3.65,0,1,0
1716474100,52.50,3.65,0,3,0

1716474704,52.50,3.65,0,2,0
1716475308,52.50,3.65,0,1,0
1716475911,52.50,3.65,0,1,0

1716476515,52.50,3.65,0,2,0
1716477118,52.50,3.65,0,2,0
1716477722,52.50,3.64,0,1,0

1716478325,52.50,3.65,0,2,0
1716478930,52.50,3.64,0,2,0
1716479533,52.50,3.64,0,1,0
1716480136,52.50,3.64,0,3,0
1716480737,52.50,3.64,0,2,0
1716481341,52.50,3.64,0,1,0
1716481944,52.49,3.64,0,3,0
1716482548,52.50,3.63,0,2,0
1716483151,52.50,3.63,0,1,0
1716483755,52.49,3.63,0,3,0

1716484358,52.50,3.63,0,2,0
1716484962,52.50,3.63,0,1,0
1716485565,52.49,3.63,0,3,0
1716486169,52.50,3.63,0,2,0
1716486772,52.50,3.63,0,1,0
1716487376,52.49,3.62,0,3,0
1716487980,52.50,3.63,0,1,0
1716488583,52.50,3.61,0,2,0
1716489186,52.49,3.62,0,2,0
1716489787,52.50,3.60,0,1,0

1716490391,52.50,3.61,0,2,0
1716490994,52.49,3.61,0,4,0
1716491598,52.50,3.61,0,1,0
1716492201,52.50,3.60,0,2,0
1716492804,52.49,3.61,0,4,0
1716493408,52.50,3.60,0,1,0
1716494012,52.50,3.60,0,2,0
1716494615,52.49,3.59,0,4,0
1716495219,52.50,3.59,0,1,0
1716495822,52.50,3.59,0,2,0

1716496426,52.49,3.60,0,4,0
1716497029,52.50,3.60,0,2,0
1716497633,52.50,3.59,0,1,0
1716498236,52.49,3.59,0,3,0
1716498837,52.50,3.58,0,2,0
1716499440,52.50,3.58,0,1,0
1716500042,52.50,3.58,0,5,0
1716500647,52.50,3.58,0,2,0
1716501251,52.50,3.58,0,1,0
1716501853,52.49,3.58,0,5,0

1716502458,52.50,3.57,0,2,0
1716503061,52.50,3.58,0,1,0
1716503663,52.49,3.58,0,4,0
1716504269,52.50,3.57,0,2,0
1716504872,52.50,3.57,0,1,0
1716505474,52.49,3.57,0,4,0
1716506079,52.50,3.57,0,1,0
1716506682,52.50,3.56,0,2,0
1716507288,52.49,3.56,0,4,0
1716507893,52.50,3.56,0,1,0

1716508496,52.50,3.55,0,2,0
1716509098,52.49,3.55,0,6,0
1716509703,52.50,3.54,0,1,0
1716510307,52.50,3.54,0,2,0
1716510909,52.49,3.54,0,6,0
1716511514,52.50,3.54,0,1,0
1716512117,52.50,3.53,0,2,0
1716512719,52.49,3.53,0,6,0
1716513324,52.50,3.53,0,1,0
1716513928,52.50,3.53,0,2,0

1716514530,52.49,3.53,0,6,0
1716515135,52.50,3.52,0,2,0
1716515738,52.50,3.52,0,1,0
1716516344,52.50,3.52,0,5,0
1716516949,52.50,3.52,0,2,0
1716517552,52.50,3.51,0,2,0
1716518155,52.49,3.50,0,7,0
1716518759,52.50,3.51,0,2,0
1716519363,52.50,3.50,0,2,0
1716519966,52.49,3.50,0,7,0

1716520570,52.50,3.50,0,2,0
1716521173,52.50,3.50,0,2,0
1716521776,52.49,3.50,0,7,0
1716522380,52.50,3.49,0,2,0
1716522984,52.50,3.50,0,2,0
1716523587,52.49,3.49,0,7,0
1716524191,52.50,3.49,0,1,0
1716524794,52.50,3.49,0,3,0
1716525394,52.49,3.49,0,6,0
1716525998,52.50,3.49,0,1,0

1716526602,52.50,3.48,0,3,0
1716527205,52.49,3.48,0,8,0
1716527809,52.50,3.48,0,1,0
1716528412,52.50,3.48,0,3,0
1716529016,52.49,3.48,0,8,0
1716529620,52.50,3.48,0,1,0
1716530223,52.50,3.48,0,3,0
1716530826,52.49,3.48,0,8,0
1716531430,52.50,3.48,0,1,0
1716532033,52.50,3.48,0,3,0

1716532637,52.49,3.48,0,8,0
1716533241,52.50,3.47,0,2,0
1716533844,52.50,3.47,0,2,0
1716534444,52.49,3.47,0,7,0
1716535048,52.50,3.47,0,2,0
1716535651,52.50,3.46,0,2,0
1716536255,52.50,3.46,0,9,0
1716536859,52.50,3.46,0,2,0
1716537462,52.50,3.45,0,2,0
1716538066,52.50,3.44,0,9,0

1716538669,52.50,3.44,0,2,0
1716539273,52.50,3.42,0,2,0
1716539876,52.50,3.42,0,1,0
1716540480,52.50,3.40,0,2,0
1716541083,52.50,3.39,0,2,0
1716541687,52.50,3.37,0,2,0
1716542290,52.50,3.36,0,1,0
1716542894,52.50,3.34,0,3,0
1716543494,52.50,3.32,0,2,0
1716544098,52.50,3.30,0,1,0

1716544701,52.50,3.27,0,3,0
1716545305,52.50,3.26,0,2,0
1716545908,52.50,3.23,0,1,0
1716546512,52.50,3.20,0,3,0
1716547116,52.50,3.17,0,2,0
1716547719,52.50,3.13,0,1,0
1716548322,52.50,3.11,0,3,0
1716548926,52.50,3.08,0,2,0
1716549530,52.50,3.06,0,1,0
1716550133,52.50,3.01,0,3,0

1716550737,52.50,2.97,0,1,0
1716551340,52.50,2.92,0,2,0
1716551944,52.50,2.84,0,2,0
1716552544,52.50,2.69,0,1,0

1716658364,56.51,4.25,0,0,0
1716658969,53.05,4.25,0,0,0
1716659573,53.05,4.24,0,0,0
1716660177,53.05,4.25,0,0,0

1716661819,56.50,4.26,23,0,0
1716661882,52.47,4.26,0,0,0
1716661946,53.05,4.26,0,0,0
1716662008,53.05,4.26,0,0,0
1716662070,53.05,4.26,0,0,0
1716662133,53.05,4.26,0,0,0
1716662195,53.05,4.26,0,0,0

1716667712,56.52,4.25,0,0,0
1716667774,52.48,4.25,0,0,0
1716667837,53.06,4.26,0,0,0
1716667900,53.06,4.25,0,0,0
1716667962,53.06,4.25,0,0,0
1716668024,53.06,4.25,0,0,0
1716668086,53.06,4.25,0,0,0
1716668148,53.06,4.25,0,0,0
1716668211,53.06,4.25,0,0,0
1716668273,53.06,4.25,0,0,0

1716668335,53.06,4.25,0,0,0
1716668397,53.06,4.25,0,0,0
1716668459,53.06,4.25,0,0,0
1716668522,53.06,4.25,0,0,0
1716668584,53.06,4.25,0,0,0
1716668646,53.06,4.25,0,0,0
1716668708,53.06,4.25,0,0,0
1716668770,53.06,4.25,0,0,0
1716668833,53.06,4.25,0,0,0
1716384172,52.50,3.73,0,2,0

1716384172,52.50,3.73,0,2,0

