45870,42.97,3.53,0,1,0
1716320279,39.47,3.53,0,1,0
1716320404,39.47,3.53,0,1,0
1716320528,39.47,3.54,0,1,0
1716320652,39.47,3.47,0,1,0
1716320777,39.47,3.46,0,1,0
1716320901,39.47,3.46,0,1,0
1716321026,39.47,3.46,0,1,0
1716321150,39.47,3.45,0,1,0
1716321274,39.47,3.46,0,1,0

1716321399,39.47,3.45,0,1,0
1716321523,39.47,3.45,0,1,0
1716321648,39.47,3.45,0,1,0
1716321772,39.47,3.46,0,1,0
1716321896,39.47,3.45,0,1,0
1716322021,39.47,3.45,0,2,0
1716322145,39.47,3.46,0,2,0
1716322270,39.47,3.46,0,2,0
1716322394,39.47,3.46,0,2,0
1716322518,39.47,3.52,0,2,0

1716322643,39.47,3.53,0,2,0
1716322767,39.47,3.54,0,2,0
1716322892,39.47,3.54,0,2,0
1716323016,39.47,3.46,0,2,0
1716323140,39.47,3.46,0,2,0
1716323265,39.47,3.45,0,2,0
1716323389,39.47,3.46,0,2,0
1716323514,39.47,3.46,0,2,0
1716323638,39.47,3.46,0,2,0
1716323795,38.93,3.46,0,1,0

1716323887,39.46,3.45,0,1,0
1716324008,39.46,3.46,0,1,0
1716324133,39.47,3.46,0,1,0
1716324257,39.47,3.45,0,1,0
1716324381,39.47,3.45,0,1,0
1716324506,39.47,3.45,0,1,0
1716324630,39.47,3.46,0,1,0
1716324755,39.47,3.45,0,1,0
1716324879,39.47,3.45,0,1,0
1716325003,39.47,3.45,0,1,0

1716325128,39.47,3.45,0,1,0
1716325252,39.47,3.45,0,1,0
1716325377,39.47,3.45,0,1,0
1716325501,39.47,3.45,0,1,0
1716325625,39.47,3.45,0,2,0
1716325750,39.47,3.45,0,2,0
1716325874,39.47,3.45,0,2,0
1716325999,39.47,3.45,0,2,0
1716326123,39.47,3.45,0,2,0
1716326248,39.47,3.45,0,2,0

1716326372,39.47,3.45,0,2,0
1716326496,39.47,3.45,0,2,0
1716326621,39.47,3.44,0,2,0
1716326745,39.47,3.45,0,2,0
1716326870,39.47,3.45,0,2,0
1716326994,39.47,3.44,0,2,0
1716327118,39.47,3.45,0,2,0
1716327243,39.47,3.45,0,2,0
1716327400,38.93,3.44,0,1,0
1716327492,39.46,3.44,0,1,0

1716327612,39.46,3.44,0,1,0
1716327737,39.47,3.44,0,1,0
1716327862,39.47,3.44,0,1,0
1716327986,39.47,3.44,0,1,0
1716328111,39.47,3.45,0,1,0
1716328235,39.47,3.44,0,1,0
1716328359,39.47,3.44,0,1,0
1716328484,39.47,3.44,0,1,0
1716328608,39.47,3.43,0,1,0
1716328733,39.47,3.45,0,1,0

1716328857,39.47,3.44,0,1,0
1716328981,39.47,3.44,0,1,0
1716329106,39.47,3.44,0,1,0
